mirna_name,P-value,FDR,Bonferroni,A,B,observed_ratio,C,D,expected_ratio,foldchange_enrichment
hsa-miR-29a-3p,0.0012320334199173494,0.13867047493871926,1.0,9,13,0.6923076923076923,6785,26380,0.2572024260803639,2.6916841448897455
hsa-miR-29a-5p,1.0,1.0,1.0,0,13,0.0,1010,26380,0.03828658074298711,0.0
hsa-miR-29b-1-5p,1.0,1.0,1.0,0,13,0.0,597,26380,0.022630780894617133,0.0
hsa-miR-29b-2-5p,0.6540706727838366,1.0,1.0,1,13,0.07692307692307693,2068,26380,0.07839272175890827,0.9812527897634281
hsa-miR-29b-3p,0.0025041555817029606,0.16820656434609857,1.0,9,13,0.6923076923076923,7436,26380,0.28188021228203186,2.4560350891711837
hsa-miR-29c-3p,0.001362400553168657,0.13867047493871926,1.0,9,13,0.6923076923076923,6873,26380,0.26053828658074296,2.657220562065608
hsa-miR-29c-5p,0.23079193284959035,1.0,1.0,1,13,0.07692307692307693,527,26380,0.019977255496588325,3.850532768938841
hsa-miR-300,1.0,1.0,1.0,0,13,0.0,27,26380,0.001023502653525398,0.0
hsa-miR-301a-3p,0.4408422603058515,1.0,1.0,3,13,0.23076923076923078,4871,26380,0.18464746019711903,1.2497828593086242
hsa-miR-301a-5p,1.0,1.0,1.0,0,13,0.0,302,26380,0.011448066717210008,0.0
hsa-miR-301b-3p,0.012354765115587174,0.434181745490635,1.0,6,13,0.46153846153846156,4376,26380,0.16588324488248674,2.7823090985796655
hsa-miR-302a-3p,1.0,1.0,1.0,0,13,0.0,2351,26380,0.08912054586808188,0.0
hsa-miR-302a-5p,1.0,1.0,1.0,0,13,0.0,42,26380,0.001592115238817286,0.0
hsa-miR-302b-3p,1.0,1.0,1.0,0,13,0.0,2063,26380,0.07820318423047763,0.0
hsa-miR-302b-5p,1.0,1.0,1.0,0,13,0.0,22,26380,0.0008339651250947687,0.0
hsa-miR-302c-3p,1.0,1.0,1.0,0,13,0.0,2039,26380,0.07729340409401061,0.0
hsa-miR-302d-3p,1.0,1.0,1.0,0,13,0.0,1284,26380,0.04867323730098559,0.0
hsa-miR-302d-5p,1.0,1.0,1.0,0,13,0.0,24,26380,0.0009097801364670204,0.0
hsa-miR-302e,1.0,1.0,1.0,0,13,0.0,1336,26380,0.05064442759666414,0.0
hsa-miR-302f,1.0,1.0,1.0,0,13,0.0,141,26380,0.005344958301743745,0.0
hsa-miR-3059-3p,1.0,1.0,1.0,0,13,0.0,23,26380,0.0008718726307808946,0.0
hsa-miR-3059-5p,1.0,1.0,1.0,0,13,0.0,189,26380,0.007164518574677786,0.0
hsa-miR-3064-3p,1.0,1.0,1.0,0,13,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3064-5p,1.0,1.0,1.0,0,13,0.0,46,26380,0.0017437452615617893,0.0
hsa-miR-3065-3p,1.0,1.0,1.0,0,13,0.0,368,26380,0.013949962092494314,0.0
hsa-miR-3065-5p,1.0,1.0,1.0,0,13,0.0,1314,26380,0.049810462471569374,0.0
hsa-miR-3074-3p,1.0,1.0,1.0,0,13,0.0,14,26380,0.0005307050796057619,0.0
hsa-miR-3074-5p,1.0,1.0,1.0,0,13,0.0,494,26380,0.01872630780894617,0.0
hsa-miR-3085-3p,1.0,1.0,1.0,0,13,0.0,61,26380,0.002312357846853677,0.0
